fips,area_name,state_abbreviation,COMP,Comp_fips,dif_gop_dem,PST045214,PST120214,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG445213,HSG096213,HSG495213,HSD310213,INC110213,PVY020213,BZA010213,BZA115213,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN131207,AFN120207,POP060210
1001,Autauga County,AL,SI,1001,49.47893435,55395,1.5,6,25.2,13.8,51.4,77.9,18.7,0.5,1.1,0.1,1.8,2.7,75.6,85,1.6,3.5,85.6,20.9,5922,26.2,76.8,8.3,136200,2.71,53682,12.1,817,2.1,15.2,0,1.3,0,0.7,31.7,0,0,12003,88157,91.8
1003,Baldwin County,AL,SI,1003,57.78616219,200111,9.8,5.6,22.2,18.7,51.2,87.1,9.6,0.7,0.9,0.1,1.6,4.6,83,82.1,3.6,5.5,89.1,27.7,19346,25.9,72.6,24.4,168600,2.52,50221,13.9,4871,3.7,2.7,0.4,1,0,1.3,27.3,1410273,0,17166,436955,114.6
1005,Barbour County,AL,SI,1005,5.611164581,26887,-2.1,5.7,21.2,16.5,46.6,50.2,47.6,0.6,0.5,0.2,0.9,4.5,46.6,84.8,2.9,5,73.7,13.4,2120,24.6,67.7,10.6,89200,2.66,32911,26.7,464,-5.6,0,0,0,0,0,27,0,0,6334,0,31
1007,Bibb County,AL,SI,1007,55.54412437,22506,-1.8,5.3,21,14.8,45.9,76.3,22.1,0.4,0.2,0.1,0.9,2.1,74.5,86.6,1.2,2.1,77.5,12.1,1327,27.6,79,7.3,90500,3.03,36447,18.1,275,7.5,14.9,0,0,0,0,0,0,0,5804,10757,36.8
1009,Blount County,AL,SI,1009,81.3819729,57719,0.7,6.1,23.6,17,50.5,96,1.8,0.6,0.3,0.1,1.2,8.7,87.8,88.7,4.3,7.3,77,12.1,4540,33.9,81,4.5,117100,2.7,44145,15.8,660,3.4,0,0,0,0,0,23.2,341544,0,5622,20941,88.9
1011,Bullock County,AL,SI,1011,-50.86151883,10764,-1.4,6.3,21.4,14.9,45.3,26.9,70.1,0.8,0.3,0.7,1.1,7.5,22.1,84.7,5.4,5.2,67.8,12.5,636,26.9,74.3,8.7,70600,2.73,32033,21.6,112,0,0,0,0,0,0,38.8,0,0,3995,3670,17.5
1013,Butler County,AL,SI,1013,13.52907311,20296,-3.1,6.1,23.6,18,53.6,53.9,44,0.4,0.9,0,0.8,1.2,53.1,94.6,0.8,1.7,76.3,14,1497,24,70.3,13.3,74700,2.47,29918,28.4,393,2.7,0,0,3.3,0,0,0,399132,56712,11326,28427,27
1015,Calhoun County,AL,SI,1015,41.38382303,115916,-2.3,5.7,22.2,16,51.8,75.8,21.1,0.5,0.9,0.1,1.7,3.5,72.9,83.6,2.4,4.5,78.6,16.1,11385,22.5,68.7,13.8,100600,2.54,39962,21.9,2311,0.6,7.2,0,1.6,0,0.5,24.7,2679991,0,13678,186533,195.7
1017,Chambers County,AL,SI,1017,14.8062128,34076,-0.3,5.9,21.4,18.3,52.3,58.3,39.5,0.3,0.8,0.1,1.1,2,56.8,85.8,1.1,1.3,75.1,11.8,2691,24.6,67.9,11.1,81200,2.46,32402,24.1,515,-0.2,0,0,0,0,0,29.3,667283,0,7620,23237,57.4
1019,Cherokee County,AL,SI,1019,69.36113491,26037,0.2,4.8,20.4,20.9,50.2,93,4.6,0.5,0.3,0,1.6,1.5,91.6,90.6,0.7,1.1,78.3,12.8,2174,26.9,76.1,4.6,99400,2.2,34907,21.2,379,5.5,0,0,0,0,0,14.5,307439,62293,7613,13948,46.9
1021,Chilton County,AL,SI,1021,66.6064092,43931,0.7,6.4,24.2,15.2,50.8,87.1,10.6,0.5,0.4,0.2,1.2,7.7,80.3,88.8,5.2,7.4,76,12.9,3308,31.8,74.5,4.1,102600,2.67,41250,19.5,703,8.8,0,0,0,0,0,0,0,155139,8496,34073,63
1023,Choctaw County,AL,SI,1023,13.66263071,13323,-3.9,4.9,20.6,20.8,52.5,56.6,42.4,0.2,0.3,0,0.5,0.8,56.1,91.4,0.3,1.3,75.2,11.8,938,33.4,83.7,4,58200,2.45,33941,21.5,255,1.4,26.2,0,0,0,0,44.1,0,52904,5969,11345,15.2
1025,Clarke County,AL,SI,1025,10.79931973,24945,-3.5,5.6,22.6,18,52.8,54,44.2,0.4,0.5,0,0.8,1.3,53.1,92.5,0.3,1.3,78.3,11.2,1583,25.5,72.9,6.8,85600,2.63,29357,29.3,586,3.7,0,0,0,0,0,28.6,571454,85803,13034,23596,20.9
1027,Clay County,AL,SI,1027,60.8034084,13552,-2.7,5.3,21.6,19.4,50.6,82.8,14.5,0.6,0.3,0,1.8,3.4,79.7,88.3,2.2,3.3,76.5,9.2,1076,30.7,75,10,79900,2.38,34002,19,190,4.6,0,0,0,0,0,0,330878,0,5123,4352,23.1
1029,Cleburne County,AL,SI,1029,77.37293325,15080,0.7,5.7,23.3,18.4,50.4,94.5,3.6,0.4,0.2,0.1,1.2,2.5,92.3,89.1,1.5,2.3,76,9,989,31.4,77.6,6.3,100800,2.64,38019,18.4,152,-4.8,0,0,0,0,0,17.7,0,5888,9080,4134,26.7
1031,Coffee County,AL,SI,1031,56.70062887,50909,1.9,6.1,23.7,15.9,50.5,76.4,17.7,1.4,1.6,0.4,2.5,6.4,71.3,83.3,5.1,7.5,82.4,22.5,6066,21.3,69.9,13.5,131000,2.65,43768,18.6,954,0.3,6,0,1.3,0,0.7,29.3,613758,131594,13665,50080,73.6
1033,Colbert County,AL,SI,1033,38.26037521,54543,0.2,5.7,21.7,18.5,51.8,80.8,16.3,0.6,0.5,0.1,1.7,2.6,78.8,87.2,2,2.6,83.5,17.7,4376,22.7,72.1,12.3,99300,2.42,39077,17.9,1226,6.2,0,0,0,0,0,22.8,2083166,351388,15040,61935,91.8
1035,Conecuh County,AL,SI,1035,5.257527128,12670,-4.2,5.5,21.4,20.4,51.9,52.1,46.2,0.4,0.1,0,1.2,1.8,51.1,96.9,0.6,2.2,77.3,8.8,1101,27.2,79.1,7.2,69600,2.61,24658,32.7,194,-1.5,0,0,0,0,0,23,183544,76736,5430,8667,15.6
1037,Coosa County,AL,SI,1037,30.55715106,10886,-7.4,4.8,18.3,18.5,49.5,66.1,31.8,0.6,0.2,0.2,1.2,2.3,64.8,87.2,1.8,3.3,75,9.8,934,30.2,83,3,75100,2.42,37277,20.9,93,3.9,0,0,0,0,0,0,89585,31647,1904,575,17.7
1039,Covington County,AL,SI,1039,68.54848906,37914,0.4,5.9,22.1,19.8,51.6,84.3,13,0.6,0.5,0,1.6,1.6,83.1,86.7,1.4,2.1,78.4,14.2,3433,23.3,75.1,6,88800,2.48,35869,20,834,0.7,0,0,0,0,0,0,561168,338692,11544,30271,36.6
1041,Crenshaw County,AL,SI,1041,45.5534229,13977,0.5,6.1,22.7,18,51.1,72,24,0.5,1.8,0.1,1.6,1.7,70.6,86.3,2.3,3.2,76.7,12.7,1098,30.3,69.9,8,70800,2.46,36275,19.1,211,1,25.8,0,0,0,0,30.2,270809,131874,5491,5640,22.8
1043,Cullman County,AL,SI,1043,77.80460325,81289,1.1,5.9,22.5,17.6,50.5,96.2,1.4,0.6,0.5,0,1.2,4.4,92.1,87,3,4.6,79.8,14.8,6167,26.4,75,8.2,106100,2.53,38847,18.8,1714,3.6,1.1,0,1.1,0,0,23.9,1393437,0,10757,102291,109.4
1045,Dale County,AL,SI,1045,50.43777193,49484,-1.5,6.3,23.6,15.4,50.5,75.2,19.7,0.8,1.3,0.1,2.8,6.1,70.2,78.4,3.7,6.3,84.1,17,6730,20.9,61.1,13.6,99400,2.52,44889,17.4,766,-1.6,0,0,0,0,0,0,114991,69341,6889,37229,89.6
1047,Dallas County,AL,SI,1047,-37.59743727,41711,-4.8,6.7,25.2,15.6,53.7,29,69.5,0.2,0.5,0,0.7,1,28.5,86.7,0.8,1.3,77.5,14.2,2897,22,60.9,19.3,75700,2.63,26519,35.5,757,-1,49.1,0,4.4,0,0,28.8,1174763,0,10223,33708,44.8
1049,DeKalb County,AL,SI,1049,69.37437706,71065,-0.1,6.2,24.7,15.7,50.7,92.4,2.1,2.1,0.4,0.7,2.2,14.2,80.6,90.9,7.5,11.2,70.6,10.7,4371,23.3,76.3,6.7,93400,2.82,37851,19.9,1082,3.9,0,0.8,0.6,0,0,25.8,1831626,0,9303,67915,91.5
1051,Elmore County,AL,SI,1051,51.97940658,80977,2.1,5.9,23,14,51.5,76,21.2,0.4,0.7,0.1,1.6,2.7,73.7,85.4,2.1,3.6,86.6,21,8364,28.2,75.5,8.1,144600,2.62,54766,13.4,1135,-2.3,9.1,0,0,0,0,28.3,766344,104885,7982,47884,128.2
1053,Escambia County,AL,SI,1053,36.70544929,37733,-1.5,6.1,22,16.7,48.8,62.2,32.4,3.4,0.3,0.1,1.7,2.1,60.6,93.4,0.6,1.4,76.2,11.7,2995,23.5,72.5,9,84100,2.59,30687,25.4,723,1,9,3.2,0,0,0,21.3,665336,93125,10089,31909,40.5
1055,Etowah County,AL,SI,1055,50.10351014,103531,-0.9,5.7,22.1,17.3,51.6,81.2,15.5,0.5,0.8,0.3,1.6,3.7,78.4,85,2.2,3.1,81.8,14.8,8638,23.9,72.4,12.1,100000,2.55,38013,19,2008,-0.5,6.1,0,0,0,0.6,25.7,1252962,518424,10801,137966,195.2
1057,Fayette County,AL,SI,1057,65.23914104,16874,-2.1,5.4,21.7,19.6,50.5,86.2,11.9,0.4,0.3,0,1.1,1.4,85,87.8,0.6,0.8,74.9,13.2,1221,27.5,74.9,8.7,71400,2.41,33838,19.9,306,-3.8,5.1,0,0,0,0,24.3,186247,22463,7433,10869,27.5
1059,Franklin County,AL,SI,1059,60.80301129,31601,-0.3,6.6,24.3,15.9,50.3,91.9,4.6,1.5,0.4,0.2,1.5,16.1,78,86.4,8.4,13.2,72.5,11,1860,26.2,69.5,12,82300,2.52,36415,21.9,510,-8,0,0,0,0,0,23.2,671954,67398,8786,25389,50
1061,Geneva County,AL,SI,1061,72.43331332,26712,-0.3,5.8,22.2,19.2,50.8,87.1,9.7,1,0.4,0.1,1.7,3.6,84.1,82.7,1.8,3,77.2,10.4,2336,25.6,72.1,5.6,78100,2.43,35625,21.2,400,2.8,0,0,0,0,0,0,153342,231687,6612,10402,46.6
1063,Greene County,AL,SI,1063,-65.15837104,8553,-5.4,5.9,23.3,17.9,52.5,18.5,80.5,0.2,0.2,0,0.6,1,17.9,92.4,0.2,1.4,76.2,12.8,502,28,73.2,8.9,72700,2.72,24226,32.9,99,16.3,60.3,0,0,0,0,36.1,0,0,3697,1226,14
1065,Hale County,AL,SI,1065,-19.97503121,15184,-3.7,6.2,23.3,17.3,52.8,40.8,58.1,0.2,0.3,0,0.6,1.3,40,90.6,1.2,2.7,77.4,12.8,995,27.1,78,6.1,79900,2.56,30051,26.6,195,0.2,0,0,0,0,0,0,0,0,4794,3136,24.5
1067,Henry County,AL,SI,1067,41.6240489,17190,-0.6,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0,1.2,2.6,68.4,91.9,2.9,5,80.1,16.6,1497,26,77.7,4.6,97000,2.44,41650,14.4,293,-2.4,0,0,0,0,0,18.2,425821,0,5559,7415,30.8
1069,Houston County,AL,SI,1069,47.63264335,104193,2.6,6.2,23.7,16.1,52.1,70,26.7,0.5,0.9,0.1,1.8,3.3,67.3,86.3,2.4,4.4,83.9,19.7,9254,20.8,64.6,14.6,122300,2.58,40948,18,2702,0.5,12.1,0,1.4,0,1.3,25.5,1310677,0,19608,177224,175.1
1071,Jackson County,AL,SI,1071,62.4488814,52665,-1.1,5.4,21.7,18.6,50.7,91.5,3.6,1.6,0.5,0.1,2.6,2.9,89.4,91.2,2.2,3.4,74.6,13,4000,26.4,75.2,6.9,93400,2.53,37634,16,856,4.2,0,4.3,0,0,0,26.8,1525396,0,7784,39315,49.4
1073,Jefferson County,AL,SI,1073,-7.227233714,660793,0.4,6.6,23.1,14.3,52.8,54,42.9,0.3,1.6,0.1,1.1,3.8,50.8,83.8,4.1,5.9,87.4,30,46613,23.4,64.7,24.2,140800,2.48,45429,18,16232,2,23.4,0.4,2.4,0,1.3,29.8,10260950,13756797,16730,1268154,592.5
1075,Lamar County,AL,SI,1075,69.02322897,14086,-3.3,5,21.7,20.5,51.2,87.1,11.3,0.2,0.1,0,1.4,1.4,85.8,87.8,0.6,1,76.1,9.5,1127,25.7,71.5,9,66800,2.32,36028,22.3,241,4.6,0,0,0,0,0,25.8,234908,0,4887,6008,24.1
1077,Lauderdale County,AL,SI,1077,46.01035735,93096,0.4,5.2,20.5,18.2,52.1,86.7,10.4,0.5,0.9,0.1,1.5,2.4,84.7,86.1,2.1,3,83.8,21.1,7000,24.5,69.9,15.4,114300,2.36,42844,17.2,1967,3.4,5.5,0,0.8,0,0,27.6,1083658,514555,12783,136587,138.8
1079,Lawrence County,AL,SI,1079,48.69725774,33477,-2.5,5.3,21.7,16.8,51.3,78.1,11.4,5.8,0.2,0,4.4,2.2,76.4,90.5,1,1.9,77.1,11.9,1891,27.8,80.1,5.9,94200,2.52,38551,17.5,407,-6.3,0,0,0,0,1.1,0,0,23787,4889,22719,49.7
1081,Lee County,AL,SI,1081,23.12200874,154255,9.9,5.8,21.6,10.3,50.7,70.9,23.7,0.4,3.3,0.1,1.5,3.9,67.7,76.4,5.1,6.9,86.7,32.5,10045,21.4,61.7,23.8,146900,2.49,43542,22,2500,3.4,16.2,0,2,0.4,0,28.2,0,0,11099,201205,230.8
1083,Limestone County,AL,SI,1083,49.45177665,90787,9.7,5.9,23.4,13.8,49.7,82,13.5,0.8,1.4,0.2,2.1,5.8,77.2,88.1,4.3,6.4,81.5,22.7,6964,26.3,76.6,8.9,134500,2.56,48619,14.7,1308,1.3,4.8,1.1,0.8,0,1.3,25.8,947299,248292,9785,68140,147.8
1085,Lowndes County,AL,SI,1085,-46.89934092,10580,-6.4,6.7,23.1,17.4,52.3,25.8,72.9,0.3,0.2,0,0.8,1.2,25.3,90.4,0.2,0.7,73.9,14.4,626,30.4,74.9,9.5,71400,2.61,26230,26.7,98,-1.3,57.3,0,0,0,0,35.2,1156888,0,8184,595,15.8
1087,Macon County,AL,SI,1087,-66.79240969,19425,-9.4,4.7,18.3,16.8,54.2,16.7,81.5,0.2,0.3,0,1.4,1.5,16.2,83.8,1.1,4.2,80,19.6,1662,23.1,65.7,15.5,75700,2.29,30724,27.3,217,3.2,66.7,0,0,0,0,0,0,0,3932,19354,35.2
1089,Madison County,AL,SI,1089,16.78277828,350299,4.6,5.8,22.4,13.7,51.2,69.4,24.6,0.8,2.6,0.1,2.5,4.7,65.5,84.7,5.4,7.1,90,38.5,34203,21,69.3,21.4,164500,2.5,58434,12.8,8095,0.8,12.3,1.4,3.5,0,1.3,29.2,8650700,2970410,14145,596324,417.7
1091,Marengo County,AL,SI,1091,-3.498355864,20110,-4.4,6,23,18.6,53.2,47.4,51,0.3,0.3,0.2,0.8,2.4,45.6,87.4,0.7,1.2,83.7,17.4,1462,22.4,71.3,9.1,89600,2.42,35079,24,478,1.8,0,0,0,0,0,21.4,542135,64589,9274,16684,21.5
1093,Marion County,AL,SI,1093,76.21592317,30271,-1.6,5.4,21.2,20.1,50.4,93.9,4.2,0.3,0.3,0.1,1.2,2.5,91.7,86.6,1,2.5,74.6,9.5,2287,24,75.9,9.6,78700,2.34,32888,20.9,547,5,0,0,0,0,0,0,794483,162519,7116,19081,41.5
1095,Marshall County,AL,SI,1095,69.50950951,94636,1.7,6.6,24.5,16.3,50.9,93.7,2.7,1.1,0.7,0.3,1.6,12.9,82.3,86.1,8,11.5,76.2,15.2,7192,23.9,71.9,9.5,114000,2.7,39526,19.5,1795,0.1,0,0,0.9,0,1,24.9,3029491,1138701,15434,103539,164.4
1097,Mobile County,AL,SI,1097,13.86768837,415123,0.5,6.7,24,14.5,52.2,60.1,35.3,1,2,0.1,1.5,2.8,57.8,85.8,3.2,5,83.9,20.7,33586,23.9,66.6,17.4,124300,2.6,43028,19.8,8567,-0.4,18.8,0,2.4,0,1.2,29.5,12407151,3268730,12895,562436,335.9
1099,Monroe County,AL,SI,1099,14.34462445,21947,-4.9,5.5,23.4,17.9,52.6,55.5,41.1,1.3,0.4,0,1.6,1.2,54.7,91.8,0.9,1.3,76.1,10.6,1237,23.3,74,6.8,76900,2.71,29203,28.6,393,-1.8,23.6,0,0,0,0,24.5,1251911,92815,9342,14796,22.5
1101,Montgomery County,AL,SI,1101,-26.16102018,226189,-1.4,6.8,24,13.3,52.6,38.9,56.7,0.3,2.6,0.1,1.3,3.4,36.3,78.1,4.3,5.7,85.6,31.5,20008,19.3,61.4,22.4,122900,2.49,44790,21.2,5533,1.2,35.6,0.7,2.4,0,1.3,30.9,7956627,3275567,14351,402861,292.5
1103,Morgan County,AL,SI,1103,52.36142506,119607,0.1,6,23.1,15.9,50.8,83.5,12.5,1.1,0.7,0.1,2,7.9,76.6,86.4,5.1,8,81.4,19.9,9518,23.7,71.5,15.1,120500,2.55,44800,15.7,2589,2,5.9,1.8,1,0,0,21.3,0,1213925,14222,154700,206.3
1105,Perry County,AL,SI,1105,-46.05137964,9826,-7.1,5.5,22.4,17.9,53.4,31.1,67.5,0.2,0.4,0.1,0.7,1.3,30.3,92.2,0.5,0.8,70.2,10.4,670,26.8,67,11,58000,2.84,28209,25.6,125,4,55.7,0,0,0,0,41.3,0,10360,3181,2632,14.7
1107,Pickens County,AL,SI,1107,15.60985886,20365,3.1,5.2,20.5,17.8,50.6,58.1,40.2,0.2,0.3,0.4,0.9,4.1,54.7,91.9,0.3,2.6,79.7,11,1610,29.3,72,10.7,81900,2.42,28741,27.2,266,-1.2,0,0,0,0,0,10,107619,36581,5805,6302,22.4
1109,Pike County,AL,SI,1109,20.2840691,33389,1.5,5.7,19.4,14.1,51.9,58.5,36.9,0.7,2.2,0.1,1.6,2.2,57.1,79.3,4,5.8,81,23,2516,18.7,57.8,18.5,101000,2.4,33090,27.6,628,1.4,0,0,0,0,0,0,0,0,12189,45692,48.9
1111,Randolph County,AL,SI,1111,53.37611056,22539,-1.6,5.7,22,19.6,51.4,77.6,20.2,0.5,0.3,0.1,1.4,2.9,75,87.9,1.7,3.4,72.6,11.1,1598,26.8,72.3,5.7,88600,2.48,35213,24.5,340,0,7.1,0,0,0,0,0,401677,26751,7209,9241,39.5
1113,Russell County,AL,SI,1113,-1.917851171,59608,12.6,7.6,25.3,12.5,51.3,53.1,42.9,0.6,0.8,0.2,2.4,5,49.5,81.7,2.2,5,80.4,16,5977,23.6,61.3,19.8,104400,2.6,36143,22,783,-1.9,33.9,0,0,0,1,32.4,0,0,8526,56392,82.6
1115,St. Clair County,AL,SI,1115,68.61111843,86697,3.7,6.1,23,15.3,50.1,87.9,9.5,0.4,0.8,0.1,1.3,2.3,85.9,86.8,1.8,2.5,82,15.5,6928,30,81.5,5.1,134600,2.63,50786,15.2,1266,1,2.4,1,1.4,0,0,28.1,985409,317458,7404,70254,132.3
1117,Shelby County,AL,SI,1117,50.31751472,206655,5.9,6,24.4,13,51.2,84,12.1,0.4,2.2,0,1.3,6,78.5,86.6,6,8.3,91.2,40.3,13991,29,79,12.1,193000,2.64,68770,7.9,4845,2.1,5.7,0.6,0,0,2,30.5,1723017,4385596,13737,301893,248.5
1119,Sumter County,AL,SI,1119,-49.41323737,13166,-4.3,4.8,19.7,16.3,55,25.5,73.5,0.1,0.4,0,0.5,1.1,24.8,87.9,0.9,1.9,75.5,14.9,706,23.4,64.7,16.3,74100,2.57,22186,38,202,8.1,57.5,0,0,0,0,0,0,76499,4494,8199,15.2
1121,Talladega County,AL,SI,1121,25.55241134,81322,-1.2,5.5,22.3,16.1,51.4,65.2,32.5,0.4,0.4,0,1.5,2.3,63.4,85,1.6,2.8,78.9,13,6691,23.9,71.2,11.6,92600,2.5,35439,22.9,1230,4.8,0,0,1.5,0,0,26.6,9054200,0,9113,67078,111.7
1123,Tallapoosa County,AL,SI,1123,41.59100735,41165,-1.1,5.8,21.1,19.6,51.4,70.6,27.3,0.4,0.5,0,1.2,2.3,68.9,86,1.9,2.9,79.2,16.3,3631,23.9,72.2,10.1,94900,2.49,39130,19.8,721,4.1,13,0,0,0,0,35,0,0,8881,28222,58.1
1125,Tuscaloosa County,AL,SI,1125,19.52685172,202212,3.9,6,21.1,11.7,51.7,66,31,0.3,1.5,0.1,1.1,3.3,63.2,81.2,3.5,5.8,86.6,27,12198,21.8,64.4,27.9,153300,2.76,45408,18.9,4009,3,13.3,0.9,0,0,0,22.5,10852479,760623,13664,327429,147.3
1127,Walker County,AL,SI,1127,67.44178094,65471,-2.3,5.8,22.1,18.2,51.4,91.3,6.4,0.5,0.4,0.1,1.3,2.3,89.4,85.3,1.2,1.4,76.4,10.5,5353,29.3,75,5.7,82100,2.55,37566,20.9,1250,4.1,0,0,0.6,0,0,23.8,314804,256377,13162,73895,84.7
1129,Washington County,AL,SI,1129,43.1582666,16834,-4.3,4.9,22.5,17,51.2,66,24.6,7.9,0.1,0.1,1.3,1.4,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,86.5,2,83900,2.59,42156,18.4,217,-4.7,0,0,0,0,0,25.6,1153449,32856,4458,0,16.3
1131,Wilcox County,AL,SI,1131,-42.5266612,11098,-4.9,5.7,24.8,17.7,52.4,28.1,71,0.2,0.1,0,0.6,1,27.6,93.8,0.1,0.9,76.1,11.1,462,21.6,74.5,5.7,67000,2.9,23642,39.2,189,-1.1,66.2,0,0,0,0,37.6,0,21337,6018,12949,13.1
1133,Winston County,AL,SI,1133,81.46270112,24150,-1.4,5,20.9,20,50.9,96.3,1,0.9,0.3,0.2,1.4,2.9,94,83.4,1.1,1.8,72.7,10.4,1721,27,74.9,5.3,82500,2.52,32900,24,439,-4.3,0,0,0,0,0,19.6,797845,165638,6853,16564,39.9
4001,Apache County,AZ,SI,4001,-36.87764618,71828,0.4,7.6,29.3,13.5,50.6,23.4,0.9,73.5,0.4,0.1,1.8,6.4,19,91.7,1.7,57,74.5,10.4,4109,30,76.5,5.8,83100,3.7,31476,36.2,463,-2.4,0,31,0,0,6.2,0,0,18138,3997,47781,6.4
4003,Cochise County,AZ,SI,4003,22.58557953,127448,-3,6.5,22.4,19.9,49.2,87.9,4.7,1.7,2.2,0.4,3.1,34.6,56.1,80.9,11.6,27.4,85.8,22.5,18795,18.9,68.8,13.3,146200,2.47,45755,17.1,2245,-3.1,2.5,0.7,2.3,0,15.5,33,181316,102250,10284,171397,21.3
4005,Coconino County,AZ,SI,4005,-19.44178593,137682,2.4,6.1,21.8,11.1,50.6,66.4,1.6,27.3,1.8,0.2,2.8,13.9,54.9,79.8,5.3,23.5,87.6,31.1,8084,18.7,59.5,19.1,220400,2.74,49555,23,3518,0.9,0,7.6,2.1,0,5.6,31.1,1526810,475616,13273,717689,7.2
4007,Gila County,AZ,SI,4007,32.36751098,53119,-0.9,5.7,20.4,26.6,50.4,80.2,0.9,16.5,0.8,0.1,1.6,18.8,63.2,88.3,3.4,14.4,84.3,16.1,6166,20.8,75.8,5.2,134000,2.54,39954,21.6,1013,-5.5,0,4.3,0,0,0,28.7,0,0,10545,106693,11.3
4009,Graham County,AZ,SI,4009,39.567803,37957,2,7.7,28.3,12.3,46.5,81.1,2.1,14,0.7,0.2,1.8,32.1,51.4,83.7,5,20.1,84.4,12.3,2695,22.2,74.3,9.8,122200,3.01,44943,22.3,487,2.4,0,0,0,0,0,0,0,67967,11211,34671,8.1
4011,Greenlee County,AZ,SI,4011,24.66851681,9346,10.8,6.8,28.1,11.6,47.7,91.5,1.8,3.3,0.8,0.2,2.3,46.6,47.8,83.7,4.7,24.3,84.3,11.1,820,17.5,46.1,6.6,81000,2.54,47992,16,90,5.8,0,0,0,0,0,0,0,0,4587,4888,4.6
4012,La Paz County,AZ,SI,4012,41.83735551,20231,-1.3,4.6,17.4,36.1,48.9,77.1,1.2,17.8,0.9,0.1,2.9,25.7,59.3,88.7,13.5,18.8,75.3,9.3,3044,12.4,74,4.1,88800,1.97,35776,19.4,345,-2.7,0,2.7,0,0,0,32,0,65901,19588,37986,4.6
4013,Maricopa County,AZ,SI,4013,3.446528678,4087191,7.1,6.7,25.1,13.8,50.6,84.4,5.7,2.8,4.1,0.3,2.8,30.3,57,80,14.9,26.3,86.4,29.8,271518,25.4,62.5,25.1,176500,2.72,53596,16.7,86045,2.3,2.4,1.2,3.9,0,9.2,27.3,40182099,49760315,15153,8408940,414.9
4015,Mohave County,AZ,SI,4015,51.45102374,203361,1.6,4.6,18.7,26.9,49.7,92,1.3,2.9,1.2,0.2,2.3,15.8,78,79,6.9,10.9,83.8,11.9,26193,18.9,69.4,10.2,133900,2.43,39200,19.4,3603,0.1,1.1,2.6,1.6,0,4.6,25.9,1349965,423845,14489,274299,15
4017,Navajo County,AZ,SI,4017,7.916066537,108101,0.6,7.3,28,15.8,49.8,51,1.3,44.9,0.7,0.1,2,11.1,42.2,86.6,2.6,36.8,80.6,14.9,7144,22.3,72,7.7,112200,3.05,36927,30.3,1692,-0.8,0,11.8,0,0,0,24.7,0,209493,11148,191458,10.8
4019,Pima County,AZ,SI,4019,-13.47980109,1004516,2.5,5.9,21.9,17.7,50.8,85.5,4.1,4.3,3.1,0.2,2.8,36.1,53.3,79.6,12.8,28.5,87.2,29.8,92409,24,62.7,22.7,167500,2.5,45841,19.2,19962,0.1,1.3,1.4,3.4,0,14.1,30.1,10365206,3056767,11969,2135243,106.7
4021,Pinal County,AZ,SI,4021,19.31666756,401918,7,6,24.4,18,47.8,83.2,4.9,6.8,1.9,0.4,2.8,29.2,57.9,79.8,10.1,21.9,84.7,18,35852,31.1,74.4,5.9,120200,2.87,50027,15.6,3311,3.4,3.1,1.9,0,0,12.7,27,2149874,450438,6718,341933,70
4023,Santa Cruz County,AZ,SI,4023,-47.12582072,46695,-1.5,7.3,28.3,15.8,52,96.2,0.9,1.3,0.7,0.1,0.8,82.8,15.6,86.9,33.5,76.9,72.5,19.8,2223,19.8,66.3,17.6,140000,3.11,37745,26.3,1145,-0.1,0.6,0,1.6,0,47.1,25,0,0,15958,67226,38.3
4025,Yavapai County,AZ,SI,4025,31.42595387,218844,3.7,4.1,17.4,28.1,51.1,93.6,0.9,2.1,1,0.1,2.2,14.2,80.9,80.7,6.8,10.4,90.2,24.2,27950,22.2,70,10.7,184100,2.28,42987,15.8,5548,1,0,0.8,1,0,6.9,25.4,763989,831416,12714,456458,26
4027,Yuma County,AZ,SI,4027,5.520253196,203247,3.8,7.5,26.2,17.4,48.8,91.3,2.7,2.2,1.5,0.3,2,61.7,32.9,82.7,25.3,51.2,71.9,14.3,15380,18.8,69.6,12.3,118000,2.73,41595,20.2,2851,-0.6,0,2.4,2.1,0,33.9,29.8,891604,0,10596,271852,35.5
5001,Arkansas County,AR,SI,5001,30.5821307,18594,-2.2,6.8,23,17.5,51.6,72.6,24.5,0.4,1,0,1.5,3,70.2,81.6,2.2,2.8,84.1,12.4,1389,15.5,67.5,9.3,75500,2.36,39633,15.8,527,-0.9,0,0,0,0,0,29.4,1702196,134593,14825,15452,19.2
5003,Ashley County,AR,SI,5003,36.5018064,20948,-4.1,6.5,23.6,18.4,51.8,71.9,25.6,0.8,0.3,0.1,1.4,5.2,67.7,87.4,2.1,4.7,84.2,12.2,1370,18.5,75.6,6.9,62500,2.47,35683,18.9,414,-0.9,0,0,0,0,0,19.4,0,107302,7673,15276,23.6
